집계일자,영업소코드,입출구구분코드,TCS하이패스구분코드,고속도로운영기관구분코드,영업형태구분코드,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량,
20110401,011 ,0,1,00,1,27578,1932,848,1235,3022,3147,37762,
20110401,011 ,0,2,00,1,36951,939,637,0,0,2348,40875,
20110401,011 ,1,1,00,1,27459,2249,890,1388,3108,3117,38211,
20110401,011 ,1,2,00,1,36898,978,682,0,0,2351,40909,
20110401,053 ,0,1,00,1,12889,870,331,458,1703,1261,17512,
20110401,053 ,0,2,00,1,19008,362,677,0,0,1050,21097,
20110401,053 ,1,1,00,1,11871,665,465,443,1129,1216,15789,
20110401,053 ,1,2,00,1,17561,350,719,0,0,974,19604,
20110401,056 ,0,1,00,1,335,11,7,7,12,16,388,
20110401,056 ,0,2,00,1,161,2,1,0,0,8,172,
20110401,056 ,1,1,00,1,278,11,3,4,9,13,318,
20110401,056 ,1,2,00,1,145,3,2,0,0,6,156,
20110401,061 ,0,1,00,1,22431,2360,1674,1037,1154,1947,30603,
20110401,061 ,0,2,00,1,42221,1451,1316,1,2,2109,47100,
20110401,061 ,1,1,00,1,20732,2358,1449,1161,1479,1771,28950,
20110401,061 ,1,2,00,1,40542,1296,1300,1,2,2003,45144,
20110401,062 ,0,1,00,1,34239,3628,2335,1925,1672,2961,46760,
20110401,062 ,0,2,00,1,49538,1713,1089,0,0,2369,54709,
20110401,062 ,1,1,00,1,31214,3350,2219,2001,1844,2720,43348,
20110401,062 ,1,2,00,1,48113,1595,1217,1,1,2324,53251,
20110401,063 ,0,1,00,1,3383,320,144,129,189,275,4440,
20110401,063 ,0,2,00,1,4688,121,23,0,1,224,5057,
20110401,063 ,1,1,00,1,2785,296,121,139,175,253,3769,
20110401,063 ,1,2,00,1,3975,92,19,0,0,180,4266,
20110401,064 ,0,1,00,1,25954,2507,1633,886,1912,2376,35268,
20110401,064 ,0,2,00,1,48938,1376,1105,0,2,2711,54132,
20110401,064 ,1,1,00,1,26676,2648,1596,838,1978,2528,36264,
