집계일자,영업소코드,입출구구분코드,TCS하이패스구분코드,고속도로운영기관구분코드,영업형태구분코드,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량,
20140601,011 ,0,1,00,1,17512,288,234,221,363,1889,20507,
20140601,011 ,0,2,00,1,27178,288,456,0,0,1752,29674,
20140601,011 ,1,1,00,1,17952,247,259,242,306,1940,20946,
20140601,011 ,1,2,00,1,28730,314,501,1,0,1853,31399,
20140601,012 ,0,1,00,1,240,5,11,3,0,20,279,
20140601,012 ,0,2,00,1,224,3,5,0,0,6,238,
20140601,012 ,1,1,00,1,240,4,3,4,2,14,267,
20140601,012 ,1,2,00,1,276,2,3,0,0,7,288,
20140601,013 ,0,1,00,1,1098,27,15,29,38,62,1269,
20140601,013 ,0,2,00,1,1054,5,27,0,1,26,1113,
20140601,013 ,1,1,00,1,1015,17,12,29,37,60,1170,
20140601,013 ,1,2,00,1,877,3,20,0,0,29,929,
20140601,053 ,0,1,00,1,7905,91,74,98,171,828,9167,
20140601,053 ,0,2,00,1,13200,98,478,0,0,796,14572,
20140601,053 ,1,1,00,1,7499,75,65,71,164,810,8684,
20140601,053 ,1,2,00,1,12606,85,476,0,0,749,13916,
20140601,056 ,0,1,00,1,434,5,4,10,32,30,515,
20140601,056 ,0,2,00,1,277,2,4,0,0,8,291,
20140601,056 ,1,1,00,1,358,5,10,4,12,23,412,
20140601,056 ,1,2,00,1,252,3,5,0,0,9,269,
20140601,061 ,0,1,00,1,17813,403,541,256,441,1622,21076,
20140601,061 ,0,2,00,1,42474,481,948,1,0,1988,45892,
20140601,061 ,1,1,00,1,14584,356,529,615,494,1358,17936,
20140601,061 ,1,2,00,1,34104,430,948,1,1,1637,37121,
20140601,062 ,0,1,00,1,26034,601,999,425,321,2346,30726,
20140601,062 ,0,2,00,1,47487,655,806,0,0,2372,51320,
20140601,062 ,1,1,00,1,25349,467,821,516,326,2355,29834,
20140601,062 ,1,2,00,1,47519,586,784,0,0,2262,51151,
20140601,063 ,0,1,00,1,2357,43,24,27,15,215,2681,
20140601,063 ,0,2,00,1,4735,51,13,0,0,258,5057,
20140601,063 ,1,1,00,1,2020,47,26,15,15,207,2330,
20140601,063 ,1,2,00,1,4221,30,19,0,0,213,4483,
20140601,064 ,0,1,00,1,18043,316,322,240,465,1803,21189,
20140601,064 ,0,2,00,1,38625,371,1123,0,0,1976,42095,
20140601,064 ,1,1,00,1,20297,351,439,209,453,1974,23723,
20140601,064 ,1,2,00,1,43116,349,1072,1,0,2055,46593,
20140601,065 ,0,1,00,1,10311,104,54,73,210,827,11579,
20140601,065 ,0,2,00,1,24547,146,1767,0,0,903,27363,
20140601,065 ,1,1,00,1,12190,127,39,90,138,898,13482,
20140601,065 ,1,2,00,1,27985,142,1773,0,0,1044,30944,
20140601,066 ,0,1,00,1,4927,98,67,46,29,433,5600,
