20191101|011 |0|1|00|1|11521|490|528|576|562|1603|15280|
20191101|011 |0|2|00|1|58564|1772|910|660|2456|4151|68513|
20191101|011 |1|1|00|1|12565|269|776|667|579|1765|16621|
20191101|011 |1|2|00|1|62251|1867|976|757|2901|4356|73108|
20191101|012 |0|1|00|1|261|15|15|8|5|27|331|
20191101|012 |0|2|00|1|1030|14|31|17|65|38|1195|
20191101|012 |1|1|00|1|195|6|7|7|2|23|240|
20191101|012 |1|2|00|1|805|8|13|11|39|30|906|
20191101|013 |0|1|00|1|651|34|44|50|26|59|864|
20191101|013 |0|2|00|1|2465|59|67|39|263|90|2983|
20191101|013 |1|1|00|1|763|36|37|49|27|73|985|
20191101|013 |1|2|00|1|2685|72|118|49|279|81|3284|
20191101|025 |0|1|08|1|2569|47|87|18|136|43|2900|
20191101|025 |0|2|08|1|1932|20|31|6|7|103|2099|
20191101|025 |1|1|08|1|3779|48|80|33|137|58|4135|
20191101|025 |1|2|08|1|2355|19|37|10|19|146|2586|
20191101|029 |0|1|00|1|2603|149|196|206|454|346|3954|
20191101|029 |0|2|00|1|11060|213|209|201|1926|765|14374|
20191101|029 |1|1|00|1|3559|212|193|235|477|469|5145|
20191101|029 |1|2|00|1|12753|310|251|229|1841|779|16163|
20191101|053 |0|1|00|1|5722|197|271|251|151|789|7381|
20191101|053 |0|2|00|1|32965|882|931|428|1138|2228|38572|
20191101|053 |1|1|00|1|5939|158|324|208|120|829|7578|
20191101|053 |1|2|00|1|34793|884|1112|351|929|2292|40361|
20191101|056 |0|1|00|1|263|11|12|12|4|26|328|
20191101|056 |0|2|00|1|693|23|20|9|134|24|903|
20191101|056 |1|1|00|1|254|11|11|6|4|20|306|
20191101|056 |1|2|00|1|604|15|8|16|155|27|825|
20191101|061 |0|1|00|1|10255|390|930|764|203|1287|13829|
20191101|061 |0|2|00|1|75114|2755|2333|1543|1760|4215|87720|
20191101|061 |1|1|00|1|9287|391|712|1032|251|1234|12907|
