집계일자,영업소코드,입출구구분코드,TCS하이패스구분코드,고속도로운영기관구분코드,영업형태구분코드,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량,
20130301,011 ,0,1,00,1,21636,795,373,535,1413,2287,27039,
20130301,011 ,0,2,00,1,31846,543,394,0,0,1965,34748,
20130301,011 ,1,1,00,1,22470,739,514,613,1380,2369,28085,
20130301,011 ,1,2,00,1,32614,594,430,0,0,2011,35649,
20130301,012 ,0,1,00,1,209,2,2,0,3,13,229,
20130301,012 ,0,2,00,1,342,7,1,0,0,5,355,
20130301,012 ,1,1,00,1,171,3,1,1,2,9,187,
20130301,012 ,1,2,00,1,156,1,1,0,0,1,159,
20130301,013 ,0,1,00,1,1509,42,44,62,152,88,1897,
20130301,013 ,0,2,00,1,1414,11,32,0,0,28,1485,
20130301,013 ,1,1,00,1,1924,43,29,80,174,109,2359,
20130301,013 ,1,2,00,1,1944,8,43,0,0,37,2032,
20130301,053 ,0,1,00,1,10351,245,173,214,713,979,12675,
20130301,053 ,0,2,00,1,15717,199,683,0,0,901,17500,
20130301,053 ,1,1,00,1,9683,123,95,187,464,920,11472,
20130301,053 ,1,2,00,1,14503,196,557,0,0,855,16111,
20130301,056 ,0,1,00,1,319,12,8,12,14,19,384,
20130301,056 ,0,2,00,1,238,4,1,0,0,8,251,
20130301,056 ,1,1,00,1,293,15,6,12,5,18,349,
20130301,056 ,1,2,00,1,223,4,1,0,0,7,235,
20130301,061 ,0,1,00,1,20641,1018,939,685,758,1809,25850,
20130301,061 ,0,2,00,1,39863,1015,993,0,0,1803,43674,
20130301,061 ,1,1,00,1,20143,1062,868,834,903,1730,25540,
20130301,061 ,1,2,00,1,41164,943,876,0,0,1839,44822,
20130301,062 ,0,1,00,1,35240,1607,1726,929,1004,2880,43386,
20130301,062 ,0,2,00,1,48844,1178,550,1,0,2226,52799,
20130301,062 ,1,1,00,1,30682,1287,1867,1350,1176,2654,39016,
20130301,062 ,1,2,00,1,50937,1153,768,0,0,2460,55318,
20130301,063 ,0,1,00,1,3513,143,91,176,131,271,4325,
20130301,063 ,0,2,00,1,5645,109,28,0,0,272,6054,
20130301,063 ,1,1,00,1,3074,145,102,80,93,278,3772,
20130301,063 ,1,2,00,1,5200,106,50,0,0,271,5627,
20130301,064 ,0,1,00,1,24608,1008,760,691,974,2176,30217,
20130301,064 ,0,2,00,1,47999,892,1660,0,1,2198,52750,
20130301,064 ,1,1,00,1,23249,937,823,619,990,2068,28686,
20130301,064 ,1,2,00,1,43614,932,1241,0,0,2070,47857,
20130301,065 ,0,1,00,1,12833,314,157,280,263,877,14724,
20130301,065 ,0,2,00,1,25311,328,1737,0,0,924,28300,
20130301,065 ,1,1,00,1,14823,409,172,330,238,994,16966,
20130301,065 ,1,2,00,1,28303,360,1785,0,1,1030,31479,
