집계일자,영업소코드,입출구구분코드,TCS하이패스구분코드,고속도로운영기관구분코드,영업형태구분코드,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량,
20110901,011 ,0,1,00,1,25898,1623,1092,1286,2645,2821,35365,
20110901,011 ,0,2,00,1,37920,1009,565,0,0,2520,42014,
20110901,011 ,1,1,00,1,26860,2080,910,1430,2937,2974,37191,
20110901,011 ,1,2,00,1,38691,1064,593,0,1,2615,42964,
20110901,053 ,0,1,00,1,11789,764,315,515,1320,1199,15902,
20110901,053 ,0,2,00,1,19344,431,705,0,0,1218,21698,
20110901,053 ,1,1,00,1,11274,691,355,424,918,1177,14839,
20110901,053 ,1,2,00,1,17945,391,629,0,0,1133,20098,
20110901,056 ,0,1,00,1,319,11,13,9,19,16,387,
20110901,056 ,0,2,00,1,165,1,0,0,0,11,177,
20110901,056 ,1,1,00,1,300,12,7,9,9,11,348,
20110901,056 ,1,2,00,1,145,6,1,0,0,7,159,
20110901,061 ,0,1,00,1,21675,2156,1793,1076,1215,1962,29877,
20110901,061 ,0,2,00,1,44047,1578,1154,0,0,2320,49099,
20110901,061 ,1,1,00,1,19267,2235,1500,1191,1420,1781,27394,
20110901,061 ,1,2,00,1,41095,1464,1156,2,2,2184,45903,
20110901,062 ,0,1,00,1,33749,3700,2524,1938,1842,3094,46847,
20110901,062 ,0,2,00,1,47123,1874,864,0,3,2472,52336,
20110901,062 ,1,1,00,1,29701,3460,2250,2120,1977,2758,42266,
20110901,062 ,1,2,00,1,48551,1775,869,0,0,2532,53727,
20110901,063 ,0,1,00,1,3965,323,158,184,275,357,5262,
20110901,063 ,0,2,00,1,5662,115,42,0,0,345,6164,
20110901,063 ,1,1,00,1,3100,299,116,126,240,291,4172,
20110901,063 ,1,2,00,1,4531,118,22,0,0,275,4946,
20110901,064 ,0,1,00,1,24678,2404,1638,909,1443,2506,33578,
20110901,064 ,0,2,00,1,50741,1530,1126,2,2,2964,56365,
20110901,064 ,1,1,00,1,25343,2487,1552,916,1443,2569,34310,
20110901,064 ,1,2,00,1,51038,1630,1318,2,2,2978,56968,
20110901,065 ,0,1,00,1,15785,653,269,294,243,1272,18516,
20110901,065 ,0,2,00,1,32409,489,3013,3,3,1350,37267,
20110901,065 ,1,1,00,1,18376,659,277,331,275,1410,21328,
20110901,065 ,1,2,00,1,36205,518,2962,4,2,1468,41159,
20110901,066 ,0,1,00,1,4534,428,157,138,126,443,5826,
20110901,066 ,0,2,00,1,8549,234,83,0,0,462,9328,
20110901,066 ,1,1,00,1,4091,314,197,116,122,388,5228,
20110901,066 ,1,2,00,1,7338,222,86,0,0,377,8023,
20110901,067 ,0,1,00,1,22340,1524,2163,1551,1440,2147,31165,
20110901,067 ,0,2,00,1,40969,1399,886,0,2,2372,45628,
20110901,067 ,1,1,00,1,22569,2620,1269,1582,2221,2256,32517,
20110901,067 ,1,2,00,1,41824,1419,839,0,2,2444,46528,
20110901,068 ,0,1,00,1,28405,3133,1643,1647,3176,2842,40846,
20110901,068 ,0,2,00,1,48377,1538,752,0,0,2760,53427,
20110901,068 ,1,1,00,1,31278,2221,889,1670,3141,2918,42117,
20110901,068 ,1,2,00,1,50006,1574,848,0,0,2857,55285,
20110901,069 ,0,1,00,1,778,13,0,0,1,61,853,
20110901,069 ,0,2,00,1,1692,12,6,0,0,60,1770,
20110901,069 ,1,1,00,1,1305,15,1,1,0,109,1431,
20110901,069 ,1,2,00,1,2553,12,1,0,0,110,2676,
20110901,074 ,0,1,10,1,1511,110,70,65,244,139,2139,
