집계일자,영업소코드,입출구구분코드,TCS하이패스구분코드,고속도로운영기관구분코드,영업형태구분코드,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량,
20101201,011 ,0,1,00,1,27646,1667,1109,1378,2703,2908,37411,
20101201,011 ,0,2,00,1,34960,884,628,0,0,2091,38563,
20101201,011 ,1,1,00,1,27687,2368,896,1502,2858,2938,38249,
20101201,011 ,1,2,00,1,34922,865,650,1,1,2149,38588,
20101201,053 ,0,1,00,1,12849,850,278,426,1550,1206,17159,
20101201,053 ,0,2,00,1,18023,312,704,0,0,964,20003,
20101201,053 ,1,1,00,1,12152,740,452,431,1022,1153,15950,
20101201,053 ,1,2,00,1,17049,353,659,0,0,926,18987,
20101201,056 ,0,1,00,1,317,13,13,7,17,21,388,
20101201,056 ,0,2,00,1,133,2,5,0,0,3,143,
20101201,056 ,1,1,00,1,260,11,5,5,12,16,309,
20101201,056 ,1,2,00,1,112,1,8,0,0,5,126,
20101201,061 ,0,1,00,1,21935,2548,1724,1152,1292,1754,30405,
20101201,061 ,0,2,00,1,39522,1283,1100,0,4,1794,43703,
20101201,061 ,1,1,00,1,19684,2572,1319,1431,1512,1552,28070,
20101201,061 ,1,2,00,1,36635,1162,1114,0,4,1765,40680,
20101201,062 ,0,1,00,1,32376,3735,2233,1878,1687,2629,44538,
20101201,062 ,0,2,00,1,44387,1529,928,0,0,2140,48984,
20101201,062 ,1,1,00,1,30049,3561,2158,1978,1946,2462,42154,
20101201,062 ,1,2,00,1,43503,1394,913,0,0,2124,47934,
20101201,063 ,0,1,00,1,3193,311,131,120,174,269,4198,
20101201,063 ,0,2,00,1,4407,129,35,0,0,207,4778,
20101201,063 ,1,1,00,1,2701,306,96,105,134,227,3569,
20101201,063 ,1,2,00,1,3625,109,25,0,0,179,3938,
20101201,064 ,0,1,00,1,26137,2629,1490,906,1727,2263,35152,
20101201,064 ,0,2,00,1,46206,1193,1057,0,2,2397,50855,
20101201,064 ,1,1,00,1,26885,2697,1530,847,1737,2348,36044,
20101201,064 ,1,2,00,1,46299,1289,1222,0,2,2305,51117,
20101201,065 ,0,1,00,1,15895,690,254,345,323,1112,18619,
20101201,065 ,0,2,00,1,27815,382,3014,0,2,1016,32229,
20101201,065 ,1,1,00,1,18615,715,288,411,412,1312,21753,
20101201,065 ,1,2,00,1,32124,368,2970,0,2,1122,36586,
20101201,066 ,0,1,00,1,4334,380,145,173,136,352,5520,
20101201,066 ,0,2,00,1,7169,181,86,0,0,341,7777,
20101201,066 ,1,1,00,1,3885,305,137,152,119,334,4932,
20101201,066 ,1,2,00,1,6148,166,82,0,0,285,6681,
20101201,067 ,0,1,00,1,23114,2309,1765,1461,1496,2119,32264,
20101201,067 ,0,2,00,1,37442,1102,817,0,0,1979,41340,
20101201,067 ,1,1,00,1,23013,2710,1061,1470,2164,2095,32513,
20101201,067 ,1,2,00,1,36836,1028,818,0,0,1971,40653,
20101201,068 ,0,1,00,1,28106,3661,1430,1597,2735,2679,40208,
20101201,068 ,0,2,00,1,43220,1185,719,0,0,2290,47414,
20101201,068 ,1,1,00,1,29491,3519,1347,1660,2827,2787,41631,
20101201,068 ,1,2,00,1,43878,1195,822,0,0,2291,48186,
20101201,069 ,0,1,00,1,853,18,4,0,1,69,945,
20101201,069 ,0,2,00,1,1565,10,6,0,0,53,1634,
20101201,069 ,1,1,00,1,1627,15,3,0,0,135,1780,
20101201,069 ,1,2,00,1,2541,9,2,0,0,106,2658,
20101201,074 ,0,1,10,1,1554,96,52,64,158,158,2082,
20101201,074 ,0,2,10,1,2329,29,6,0,0,120,2484,
20101201,074 ,1,1,10,1,1875,123,43,52,126,161,2380,
20101201,074 ,1,2,10,1,2477,34,11,0,0,128,2650,
20101201,091 ,0,1,00,1,1254,213,83,185,173,91,1999,
20101201,091 ,0,2,00,1,1484,60,2,0,0,76,1622,
20101201,091 ,1,1,00,1,1399,242,105,260,180,96,2282,
20101201,091 ,1,2,00,1,1628,62,2,1,0,86,1779,
20101201,092 ,0,1,00,1,2322,248,53,78,170,320,3191,
20101201,092 ,0,2,00,1,3126,76,109,0,0,174,3485,
20101201,092 ,1,1,00,1,1721,190,54,73,175,235,2448,
20101201,092 ,1,2,00,1,2332,54,104,0,0,129,2619,
20101201,101 ,0,1,00,0,32563,2421,1638,1494,836,1218,40170,
20101201,101 ,0,2,00,0,42653,1374,7067,0,0,1665,52759,
20101201,101 ,1,1,00,0,30193,2808,1629,2150,1265,1911,39956,
20101201,101 ,1,2,00,0,38841,1660,7008,0,0,1513,49022,
20101201,102 ,0,1,00,0,10834,638,277,658,390,579,13376,
20101201,102 ,0,2,00,0,19405,324,1097,0,0,939,21765,
20101201,102 ,1,1,00,0,10816,585,297,637,398,914,13647,
20101201,102 ,1,2,00,0,16968,288,1030,0,0,881,19167,
20101201,103 ,0,1,00,0,12860,996,669,767,678,637,16607,
20101201,103 ,0,2,00,0,22811,827,1907,1,0,1064,26610,
20101201,103 ,1,1,00,0,13952,1141,649,771,618,1101,18232,
20101201,103 ,1,2,00,0,23281,804,1772,0,0,1099,26956,
20101201,104 ,0,1,00,0,242,29,19,29,39,9,367,
20101201,104 ,0,2,00,0,206,9,7,0,0,9,231,
20101201,104 ,1,1,00,0,228,32,14,21,38,10,343,
20101201,104 ,1,2,00,0,203,5,5,0,0,5,218,
20101201,105 ,0,1,00,0,2147,541,327,309,332,94,3750,
20101201,105 ,0,2,00,0,3832,348,68,0,0,163,4411,
20101201,105 ,1,1,00,0,2789,466,224,216,269,201,4165,
20101201,105 ,1,2,00,0,4254,227,86,0,0,178,4745,
20101201,106 ,0,1,00,0,7028,1099,779,700,551,308,10465,
20101201,106 ,0,2,00,0,10162,627,601,0,0,490,11880,
20101201,106 ,1,1,00,0,7068,1090,789,703,583,529,10762,
20101201,106 ,1,2,00,0,9813,590,574,0,0,482,11459,
20101201,107 ,0,1,00,0,5989,728,425,472,377,287,8278,
20101201,107 ,0,2,00,0,7518,292,656,0,0,353,8819,
20101201,107 ,1,1,00,0,6212,692,418,479,426,465,8692,
20101201,107 ,1,2,00,0,7603,274,649,0,0,361,8887,
20101201,108 ,0,1,00,0,10250,1000,749,1039,978,364,14380,
20101201,108 ,0,2,00,0,12620,457,1158,7,2,471,14715,
20101201,108 ,1,1,00,0,10331,1084,764,1014,943,631,14767,
20101201,108 ,1,2,00,0,11738,395,1109,2,0,449,13693,
20101201,109 ,0,1,00,0,1164,193,180,144,89,59,1829,
20101201,109 ,0,2,00,0,1126,55,22,0,0,72,1275,
20101201,109 ,1,1,00,0,1202,224,199,157,103,88,1973,
20101201,109 ,1,2,00,0,1040,48,16,0,0,62,1166,
20101201,110 ,0,1,00,0,2049,451,365,564,435,74,3938,
20101201,110 ,0,2,00,0,2366,142,67,0,0,61,2636,
20101201,110 ,1,1,00,0,2492,465,363,536,421,162,4439,
20101201,110 ,1,2,00,0,2588,147,70,0,0,81,2886,
20101201,111 ,0,1,00,0,3336,384,207,288,396,130,4741,
20101201,111 ,0,2,00,0,3232,118,559,0,0,123,4032,
20101201,111 ,1,1,00,0,3408,353,236,246,438,209,4890,
20101201,111 ,1,2,00,0,3286,155,557,0,0,120,4118,
20101201,112 ,0,1,00,0,3600,754,476,846,912,131,6719,
20101201,112 ,0,2,00,0,3849,275,213,0,1,150,4488,
20101201,112 ,1,1,00,0,3538,715,481,923,867,220,6744,
20101201,112 ,1,2,00,0,3647,273,203,0,0,149,4272,
20101201,113 ,0,1,00,0,5246,955,505,1034,904,204,8848,
20101201,113 ,0,2,00,0,5759,385,46,0,0,204,6394,
20101201,113 ,1,1,00,0,5873,943,518,933,941,346,9554,
20101201,113 ,1,2,00,0,5922,324,58,0,1,232,6537,
20101201,114 ,0,1,00,0,2268,240,88,114,154,114,2978,
20101201,114 ,0,2,00,0,2073,67,42,0,0,65,2247,
20101201,114 ,1,1,00,0,1966,209,68,107,203,142,2695,
20101201,114 ,1,2,00,0,1829,44,37,0,0,64,1974,
20101201,115 ,0,1,00,0,9599,633,274,345,426,397,11674,
20101201,115 ,0,2,00,0,9644,292,1020,0,0,374,11330,
20101201,115 ,1,1,00,0,9355,676,267,389,369,617,11673,
20101201,115 ,1,2,00,0,8823,319,1012,0,0,339,10493,
20101201,116 ,0,1,00,0,2430,505,138,721,280,94,4168,
20101201,116 ,0,2,00,0,2520,167,85,1,1,91,2865,
20101201,116 ,1,1,00,0,2568,483,197,690,303,157,4398,
20101201,116 ,1,2,00,0,2480,157,80,0,0,96,2813,
20101201,117 ,0,1,00,0,274,29,17,64,14,15,413,
20101201,117 ,0,2,00,0,181,3,3,0,0,13,200,
20101201,117 ,1,1,00,0,292,42,17,68,13,19,451,
20101201,117 ,1,2,00,0,195,4,3,0,0,13,215,
20101201,118 ,0,1,00,0,663,125,51,87,140,23,1089,
20101201,118 ,0,2,00,0,667,20,20,0,0,15,722,
