집계일자,영업소코드,입출구구분코드,TCS하이패스구분코드,고속도로운영기관구분코드,영업형태구분코드,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량
20100306,585,1,1,0,0,1660,53,43,27,35,66,1884
20100306,585,1,2,0,0,803,16,109,2,0,12,942
20100306,591,0,1,0,0,441,29,16,19,63,13,581
20100306,591,0,2,0,0,213,1,4,0,0,1,219
20100306,591,1,1,0,0,512,28,22,19,57,22,660
20100306,591,1,2,0,0,258,1,6,0,0,2,267
20100306,592,0,1,0,0,448,33,16,12,15,15,539
20100306,592,0,2,0,0,262,3,3,0,0,7,275
20100306,592,1,1,0,0,499,32,13,32,19,14,609
20100306,592,1,2,0,0,303,1,5,0,0,3,312
20100306,593,0,1,0,0,463,27,23,37,37,14,601
20100306,593,0,2,0,0,288,1,7,0,0,2,298
20100306,593,1,1,0,0,578,28,16,9,40,22,693
20100306,593,1,2,0,0,322,3,6,0,0,7,338
20100306,594,0,1,0,0,512,22,6,16,13,13,582
20100306,594,0,2,0,0,319,6,22,0,0,5,352
20100306,594,1,1,0,0,582,21,11,14,8,33,669
20100306,594,1,2,0,0,337,2,33,0,0,5,377
20100306,595,0,1,0,0,565,43,12,21,32,11,684
20100306,595,0,2,0,0,278,7,18,0,0,3,306
20100306,595,1,1,0,0,492,38,20,16,29,15,610
20100306,595,1,2,0,0,273,4,9,0,0,8,294
20100306,601,0,1,1,0,3327,427,220,301,238,96,4609
20100306,601,0,2,1,0,2091,42,66,0,0,42,2241
20100306,601,1,1,1,0,2855,427,235,252,278,108,4155
20100306,601,1,2,1,0,1761,43,54,0,0,32,1890
20100306,602,0,1,1,0,10373,538,409,543,632,401,12896
20100306,602,0,2,1,0,6663,74,1880,0,0,115,8732
20100306,602,1,1,1,0,10377,548,418,561,649,401,12954
20100306,602,1,2,1,0,6663,74,1880,0,0,115,8732
20100306,603,0,1,1,0,1168,137,83,133,97,33,1651
20100306,603,0,2,1,0,741,17,141,0,0,16,915
20100306,603,1,1,1,0,1477,142,120,146,102,62,2049
20100306,603,1,2,1,0,931,16,130,0,0,11,1088
20100306,604,0,1,1,0,607,33,22,23,34,15,734
20100306,604,0,2,1,0,315,9,16,0,0,6,346
20100306,604,1,1,1,0,726,40,16,27,55,35,899
20100306,604,1,2,1,0,375,5,19,0,0,8,407
20100306,605,0,1,1,0,232,9,8,12,18,2,281
20100306,605,0,2,1,0,92,5,3,0,0,2,102
20100306,605,1,1,1,0,269,12,4,12,16,9,322
20100306,605,1,2,1,0,123,5,4,0,0,4,136
20100306,606,0,1,1,0,1107,77,49,91,85,32,1441
20100306,606,0,2,1,0,636,12,55,0,0,12,715
20100306,606,1,1,1,0,1260,90,55,68,99,55,1627
20100306,606,1,2,1,0,652,12,52,0,0,11,727
20100306,607,0,1,1,0,511,33,16,33,23,18,634
20100306,607,0,2,1,0,298,4,15,0,0,4,321
20100306,607,1,1,1,0,671,35,13,33,25,31,808
20100306,607,1,2,1,0,369,4,15,0,0,6,394
20100306,608,0,1,1,0,8177,385,299,425,555,318,10159
20100306,608,0,2,1,0,5073,44,1392,0,0,84,6593
20100306,608,1,1,1,0,8161,383,299,425,555,317,10140
20100306,608,1,2,1,0,5073,44,1392,0,0,84,6593
20100306,612,0,1,1,0,12764,565,484,567,617,503,15500
20100306,612,0,2,1,0,8188,67,1875,0,0,145,10275
20100306,612,1,1,1,0,12701,562,483,567,617,499,15429
20100306,612,1,2,1,0,8188,67,1875,0,0,145,10275
20100306,618,0,1,1,0,6581,364,257,310,496,233,8241
20100306,618,0,2,1,0,4005,46,1370,0,0,73,5494
20100306,618,1,1,1,0,6563,364,257,310,496,233,8223
20100306,618,1,2,1,0,4005,46,1370,0,0,73,5494
20100306,621,0,1,2,0,7605,464,108,341,317,359,9194
20100306,621,0,2,2,0,5055,67,523,0,0,136,5781
20100306,621,1,1,2,0,8377,495,208,447,334,547,10408
20100306,621,1,2,2,0,5265,92,524,0,0,147,6028
20100306,622,0,1,2,0,8485,578,288,395,867,435,11048
20100306,622,0,2,2,0,6723,148,479,0,0,147,7497
20100306,622,1,1,2,0,8749,586,321,395,867,435,11353
20100306,622,1,2,2,0,6723,148,479,0,0,147,7497
20100306,623,0,1,2,0,5630,203,93,59,104,199,6288
20100306,623,0,2,2,0,4487,65,57,0,0,96,4705
20100306,623,1,1,2,0,6488,245,123,68,124,363,7411
20100306,623,1,2,2,0,4933,70,63,0,0,98,5164
20100306,624,0,1,2,0,1519,94,28,29,45,60,1775
20100306,624,0,2,2,0,958,24,15,0,0,24,1021
20100306,624,1,1,2,0,1809,83,45,36,57,113,2143
20100306,624,1,2,2,0,1080,25,14,0,0,34,1153
20100306,625,0,1,2,0,1972,161,60,82,50,78,2403
20100306,625,0,2,2,0,1380,43,31,0,0,43,1497
20100306,625,1,1,2,0,2217,159,65,87,55,112,2695
20100306,625,1,2,2,0,1498,42,28,0,0,43,1611
20100306,626,0,1,2,0,2730,229,114,178,184,144,3579
20100306,626,0,2,2,0,1886,52,43,0,0,56,2037
20100306,626,1,1,2,0,2578,226,119,149,116,199,3387
20100306,626,1,2,2,0,1598,39,49,0,0,51,1737
20100306,627,0,1,2,0,1395,90,42,30,117,106,1780
20100306,627,0,2,2,0,1045,19,3,0,0,36,1103
20100306,627,1,1,2,0,1423,78,40,33,166,133,1873
20100306,627,1,2,2,0,969,19,4,0,0,31,1023
20100306,628,0,1,2,0,1691,307,115,300,363,107,2883
20100306,628,0,2,2,0,2050,44,7,0,0,75,2176
20100306,628,1,1,2,0,1542,305,112,245,297,121,2622
20100306,628,1,2,2,0,1765,36,5,0,1,74,1881
20100306,629,0,1,2,0,9184,840,441,908,1547,585,13505
20100306,629,0,2,2,0,7861,170,493,0,0,236,8760
20100306,629,1,1,2,0,9465,852,461,907,1547,592,13824
20100306,629,1,2,2,0,7861,170,493,0,0,236,8760
20100306,641,0,1,8,0,13073,624,324,406,1473,495,16395
20100306,641,0,2,8,0,8013,138,730,0,0,223,9104
20100306,641,1,1,8,0,10789,739,302,581,1655,663,14729
20100306,641,1,2,8,0,6674,166,706,0,0,196,7742
20100306,642,0,1,8,0,1127,58,33,39,218,50,1525
20100306,642,0,2,8,0,658,10,3,0,0,22,693
20100306,642,1,1,8,0,1035,48,37,40,83,77,1320
20100306,642,1,2,8,0,628,10,0,0,0,16,654
20100306,643,0,1,8,0,4200,142,78,133,785,204,5542
20100306,643,0,2,8,0,2779,25,27,0,0,123,2954
20100306,643,1,1,8,0,3053,110,80,167,650,215,4275
20100306,643,1,2,8,0,2042,12,23,0,0,85,2162
20100306,644,0,1,8,0,1558,39,10,23,122,80,1832
20100306,644,0,2,8,0,1104,13,6,0,0,44,1167
20100306,644,1,1,8,0,1287,45,7,39,108,104,1590
20100306,644,1,2,8,0,985,9,1,0,0,36,1031
20100306,645,0,1,8,0,1145,56,24,31,142,64,1462
20100306,645,0,2,8,0,953,8,15,0,0,35,1011
20100306,645,1,1,8,0,1309,72,24,33,134,100,1672
20100306,645,1,2,8,0,1164,10,12,0,0,36,1222
20100306,646,0,1,8,0,1565,23,5,22,82,76,1773
20100306,646,0,2,8,0,1194,9,12,0,0,40,1255
20100306,646,1,1,8,0,2024,31,24,12,98,159,2348
20100306,646,1,2,8,0,1449,5,8,0,0,47,1509
20100306,647,0,1,8,0,627,12,5,3,9,26,682
20100306,647,0,2,8,0,532,1,0,0,0,16,549
20100306,647,1,1,8,0,630,16,4,3,11,43,707
20100306,647,1,2,8,0,412,3,2,0,0,12,429
20100306,648,0,1,8,0,5045,67,50,60,294,225,5741
20100306,648,0,2,8,0,3852,23,16,0,0,135,4026
20100306,648,1,1,8,0,5859,90,59,38,350,399,6795
20100306,648,1,2,8,0,4155,36,17,0,0,172,4380
20100306,651,0,1,10,0,14885,395,176,161,212,750,16579
20100306,651,0,2,10,0,13118,121,679,0,0,372,14290
20100306,651,1,1,10,0,11693,344,188,129,179,704,13237
20100306,651,1,2,10,0,10344,145,682,0,0,338,11509
20100306,652,0,1,10,0,5724,279,122,86,84,401,6696
20100306,652,0,2,10,0,5673,125,225,0,0,248,6271
20100306,652,1,1,10,0,5922,293,125,126,105,412,6983
20100306,652,1,2,10,0,5727,90,187,0,0,241,6245
20100306,653,0,1,10,0,1105,9,4,14,63,56,1251
20100306,653,0,2,10,0,994,7,9,0,0,33,1043
20100306,653,1,1,10,0,1421,16,8,5,66,66,1582
20100306,653,1,2,10,0,1198,5,16,0,0,36,1255
20100306,654,0,1,10,0,1318,31,17,13,12,70,1461
20100306,654,0,2,10,0,1231,4,52,0,0,34,1321
20100306,654,1,1,10,0,1651,28,24,14,8,68,1793
20100306,654,1,2,10,0,1386,8,52,0,0,34,1480
20100306,655,0,1,10,0,1086,21,12,11,14,43,1187
20100306,655,0,2,10,0,900,7,46,0,0,11,964
20100306,655,1,1,10,0,1557,19,10,8,22,61,1677
20100306,655,1,2,10,0,1136,9,36,0,0,17,1198
20100306,656,0,1,10,0,578,9,10,1,2,33,633
20100306,656,0,2,10,0,449,2,11,0,0,3,465
20100306,656,1,1,10,0,1140,22,6,3,7,54,1232
20100306,656,1,2,10,0,692,2,10,0,0,7,711
20100306,657,0,1,10,0,6741,110,69,46,42,323,7331
20100306,657,0,2,10,0,5015,23,397,0,0,116,5551
20100306,657,1,1,10,0,6741,110,69,46,42,323,7331
20100306,657,1,2,10,0,5015,23,397,0,0,116,5551
20100306,658,0,1,10,0,205,9,2,0,2,16,234
20100306,658,0,2,10,0,137,0,4,0,0,9,150
20100306,658,1,1,10,0,426,5,1,7,1,18,458
20100306,658,1,2,10,0,274,1,10,0,0,10,295
20100306,671,0,1,11,0,5464,560,210,175,318,384,7111
20100306,671,0,2,11,0,6520,84,146,0,0,270,7020
20100306,671,1,1,11,0,5809,535,204,177,246,403,7374
20100306,671,1,2,11,0,6487,73,176,0,0,319,7055
20100306,672,0,1,11,0,1574,173,54,34,46,117,1998
20100306,672,0,2,11,0,1630,21,3,0,0,119,1773
20100306,672,1,1,11,0,1643,202,58,41,64,129,2137
20100306,672,1,2,11,0,1676,22,2,0,0,100,1800
20100306,673,0,1,11,0,2919,211,100,58,121,206,3615
20100306,673,0,2,11,0,3782,40,111,0,0,136,4069
20100306,673,1,1,11,0,3118,223,104,90,169,228,3932
20100306,673,1,2,11,0,3733,38,115,0,0,127,4013
20100306,674,0,1,11,0,2984,316,122,118,184,190,3914
20100306,674,0,2,11,0,3630,70,454,0,0,107,4261
20100306,674,1,1,11,0,2985,316,122,118,184,190,3915
20100306,674,1,2,11,0,3630,70,454,0,0,107,4261
20100306,675,0,1,11,0,1210,61,17,17,56,76,1437
20100306,675,0,2,11,0,1124,17,15,0,0,51,1207
20100306,675,1,1,11,0,1286,44,19,30,85,88,1552
20100306,675,1,2,11,0,1146,6,13,0,0,37,1202
20100306,676,0,1,11,0,2119,255,95,105,286,157,3017
20100306,676,0,2,11,0,2394,23,13,0,0,133,2563
20100306,676,1,1,11,0,2031,236,97,120,245,127,2856
20100306,676,1,2,11,0,2283,27,13,0,0,120,2443
20100306,677,0,1,11,0,3218,279,129,142,376,175,4319
20100306,677,0,2,11,0,4043,38,255,0,0,127,4463
20100306,677,1,1,11,0,3277,277,129,122,388,193,4386
20100306,677,1,2,11,0,3707,49,267,0,0,143,4166
20100307,11,0,1,0,1,27407,507,159,234,535,1958,30800
20100307,11,0,2,0,1,18214,110,417,0,0,687,19428
20100307,11,1,1,0,1,26986,528,176,176,452,2057,30375
20100307,11,1,2,0,1,18425,111,442,0,0,722,19700
20100307,53,0,1,0,1,14250,208,73,116,370,928,15945
20100307,53,0,2,0,1,10916,45,684,0,0,345,11990
20100307,53,1,1,0,1,13910,205,111,81,366,945,15618
20100307,53,1,2,0,1,10780,53,680,0,0,346,11859
20100307,56,0,1,0,1,338,2,1,3,5,15,364
20100307,56,0,2,0,1,72,3,1,0,0,0,76
20100307,56,1,1,0,1,287,3,2,1,2,10,305
20100307,56,1,2,0,1,68,0,1,0,0,1,70
20100307,61,0,1,0,1,25166,645,323,226,282,1561,28203
20100307,61,0,2,0,1,24737,262,1100,0,0,733,26832
20100307,61,1,1,0,1,21306,622,285,302,288,1312,24115
20100307,61,1,2,0,1,20924,195,1113,0,0,602,22834
20100307,62,0,1,0,1,36168,1035,421,361,365,2141,40491
20100307,62,0,2,0,1,28091,346,1022,0,0,861,30320
20100307,62,1,1,0,1,34648,874,364,325,379,2024,38614
20100307,62,1,2,0,1,28455,280,1058,0,0,827,30620
20100307,63,0,1,0,1,3274,63,15,28,25,205,3610
20100307,63,0,2,0,1,2504,14,7,0,0,72,2597
20100307,63,1,1,0,1,2894,49,25,22,13,195,3198
20100307,63,1,2,0,1,2251,17,13,0,0,61,2342
20100307,64,0,1,0,1,28004,664,272,245,365,1827,31377
20100307,64,0,2,0,1,25314,174,1466,0,0,810,27764
20100307,64,1,1,0,1,29884,659,314,146,484,1981,33468
20100307,64,1,2,0,1,26348,203,1466,0,0,838,28855
20100307,65,0,1,0,1,16488,218,115,104,269,826,18020
20100307,65,0,2,0,1,15956,107,1724,0,0,373,18160
20100307,65,1,1,0,1,17305,221,122,219,171,825,18863
20100307,65,1,2,0,1,17051,88,1734,0,0,402,19275
20100307,66,0,1,0,1,5755,127,32,35,28,325,6302
20100307,66,0,2,0,1,5276,45,103,0,0,120,5544
20100307,66,1,1,0,1,4731,136,22,28,25,278,5220
20100307,66,1,2,0,1,4361,39,89,0,0,109,4598
20100307,67,0,1,0,1,28425,670,291,236,360,1829,31811
20100307,67,0,2,0,1,23547,186,752,0,0,791,25276
20100307,67,1,1,0,1,28581,661,225,249,412,1890,32018
20100307,67,1,2,0,1,24069,159,791,0,0,755,25774
20100307,68,0,1,0,1,32608,765,252,239,417,2269,36550
20100307,68,0,2,0,1,26995,143,653,0,0,847,28638
20100307,68,1,1,0,1,33574,945,252,239,498,2355,37863
20100307,68,1,2,0,1,26770,164,683,0,0,818,28435
20100307,69,0,1,0,1,932,3,1,0,0,42,978
20100307,69,0,2,0,1,939,4,0,0,0,20,963
20100307,69,1,1,0,1,1893,5,2,0,0,99,1999
20100307,69,1,2,0,1,1700,2,0,0,0,30,1732
20100307,74,0,1,10,1,1166,20,5,3,26,76,1296
20100307,74,0,2,10,1,1101,4,5,0,0,36,1146
20100307,74,1,1,10,1,1601,22,5,7,17,83,1735
20100307,74,1,2,10,1,1274,2,3,0,0,36,1315
20100307,91,0,1,0,1,806,29,10,53,10,63,971
20100307,91,0,2,0,1,507,4,3,0,0,27,541
20100307,91,1,1,0,1,750,36,16,49,7,65,923
20100307,91,1,2,0,1,538,6,4,0,1,21,570
20100307,92,0,1,0,1,1963,60,22,10,20,175,2250
20100307,92,0,2,0,1,1755,13,170,0,0,58,1996
20100307,92,1,1,0,1,1845,43,13,15,18,158,2092
20100307,92,1,2,0,1,1645,14,154,0,0,57,1870
20100307,101,0,1,0,0,42119,962,593,345,267,1338,45624
20100307,101,0,2,0,0,29973,391,6576,0,0,702,37642
20100307,101,1,1,0,0,41395,1079,801,596,305,1983,46159
20100307,101,1,2,0,0,27796,414,6805,0,0,611,35626
20100307,102,0,1,0,0,12319,227,122,101,571,535,13875
20100307,102,0,2,0,0,11437,69,724,0,0,340,12570
20100307,102,1,1,0,0,12664,268,134,85,534,795,14480
20100307,102,1,2,0,0,11340,76,696,0,0,351,12463
20100307,103,0,1,0,0,14976,425,225,168,141,573,16508
20100307,103,0,2,0,0,13328,303,1198,0,0,405,15234
20100307,103,1,1,0,0,16678,421,213,192,143,981,18628
20100307,103,1,2,0,0,14512,292,1152,0,0,411,16367
20100307,104,0,1,0,0,335,13,2,10,6,16,382
20100307,104,0,2,0,0,222,1,11,0,0,8,242
20100307,104,1,1,0,0,289,14,4,7,5,14,333
20100307,104,1,2,0,0,180,1,20,0,0,5,206
20100307,105,0,1,0,0,1730,111,90,39,47,74,2091
20100307,105,0,2,0,0,1942,51,13,0,0,47,2053
20100307,105,1,1,0,0,2048,75,29,31,32,111,2326
20100307,105,1,2,0,0,2371,35,21,0,0,58,2485
20100307,106,0,1,0,0,7789,280,187,170,79,295,8800
20100307,106,0,2,0,0,5103,126,495,0,0,171,5895
20100307,106,1,1,0,0,8854,312,261,194,84,558,10263
20100307,106,1,2,0,0,5897,152,515,0,0,183,6747
20100307,107,0,1,0,0,7498,204,96,87,84,282,8251
20100307,107,0,2,0,0,4245,50,602,0,0,146,5043
20100307,107,1,1,0,0,7908,192,103,87,70,492,8852
20100307,107,1,2,0,0,4521,69,579,0,0,154,5323
20100307,108,0,1,0,0,11680,249,191,224,177,395,12916
20100307,108,0,2,0,0,6416,96,943,0,0,159,7614
20100307,108,1,1,0,0,12658,261,193,253,181,692,14238
20100307,108,1,2,0,0,7022,76,903,1,0,184,8186
20100307,109,0,1,0,0,1327,36,33,24,28,81,1529
20100307,109,0,2,0,0,844,8,12,0,0,23,887
20100307,109,1,1,0,0,1494,32,21,12,30,108,1697
20100307,109,1,2,0,0,800,5,16,0,0,26,847
20100307,110,0,1,0,0,2564,94,79,138,84,70,3029
20100307,110,0,2,0,0,1377,29,111,0,0,29,1546
20100307,110,1,1,0,0,3334,119,77,94,93,168,3885
20100307,110,1,2,0,0,1769,29,116,0,0,33,1947
20100307,111,0,1,0,0,4695,64,53,35,51,175,5073
20100307,111,0,2,0,0,2263,21,653,0,0,51,2988
20100307,111,1,1,0,0,4729,75,58,40,59,300,5261
20100307,111,1,2,0,0,2261,26,637,0,0,57,2981
20100307,112,0,1,0,0,4036,113,40,65,81,121,4456
20100307,112,0,2,0,0,2046,28,188,0,0,50,2312
20100307,112,1,1,0,0,4184,143,79,145,89,193,4833
20100307,112,1,2,0,0,2016,50,171,0,0,48,2285
20100307,113,0,1,0,0,5351,169,100,153,114,253,6140
20100307,113,0,2,0,0,3280,58,37,0,0,95,3470
20100307,113,1,1,0,0,6046,179,86,173,127,339,6950
20100307,113,1,2,0,0,3331,51,64,0,0,95,3541
20100307,114,0,1,0,0,2450,54,23,17,31,98,2673
20100307,114,0,2,0,0,1232,6,50,0,0,41,1329
20100307,114,1,1,0,0,2060,42,21,15,34,129,2301
20100307,114,1,2,0,0,1027,8,49,0,0,34,1118
20100307,115,0,1,0,0,12235,149,87,59,63,441,13034
20100307,115,0,2,0,0,6695,72,1190,0,0,197,8154
20100307,115,1,1,0,0,11551,171,117,82,70,697,12688
20100307,115,1,2,0,0,5950,72,1190,0,0,173,7385
20100307,116,0,1,0,0,3244,95,35,245,42,161,3822
20100307,116,0,2,0,0,1749,53,98,0,0,49,1949
20100307,116,1,1,0,0,3137,73,53,178,18,216,3675
20100307,116,1,2,0,0,1564,50,99,0,0,38,1751
20100307,117,0,1,0,0,466,14,5,7,6,25,523
20100307,117,0,2,0,0,226,1,14,0,0,11,252
20100307,117,1,1,0,0,511,14,7,15,3,35,585
20100307,117,1,2,0,0,225,2,13,0,0,10,250
20100307,118,0,1,0,0,927,20,14,12,21,37,1031
20100307,118,0,2,0,0,479,4,27,0,0,9,519
20100307,118,1,1,0,0,929,24,15,12,18,50,1048
20100307,118,1,2,0,0,447,3,19,0,0,11,480
20100307,119,0,1,0,0,4144,59,28,28,27,170,4456
20100307,119,0,2,0,0,2188,31,52,0,0,66,2337
20100307,119,1,1,0,0,3990,50,27,28,30,269,4394
20100307,119,1,2,0,0,1980,21,51,0,0,70,2122
20100307,120,0,1,0,0,887,21,25,36,19,32,1020
20100307,120,0,2,0,0,470,5,47,0,0,11,533
20100307,120,1,1,0,0,781,13,28,11,12,43,888
20100307,120,1,2,0,0,337,0,37,0,0,8,382
20100307,121,0,1,0,0,432,9,10,5,1,16,473
20100307,121,0,2,0,0,288,2,16,0,0,5,311
20100307,121,1,1,0,0,414,13,9,7,5,26,474
20100307,121,1,2,0,0,243,3,15,0,0,7,268
20100307,122,0,1,0,0,3060,64,36,55,37,127,3379
20100307,122,0,2,0,0,1530,16,81,0,0,47,1674
20100307,122,1,1,0,0,2816,50,37,46,45,164,3158
20100307,122,1,2,0,0,1339,17,71,0,0,34,1461
20100307,123,0,1,0,0,7767,82,65,59,54,327,8354
20100307,123,0,2,0,0,4404,28,434,0,0,114,4980
20100307,123,1,1,0,0,7925,90,71,78,59,458,8681
20100307,123,1,2,0,0,4639,34,430,0,0,125,5228
20100307,124,0,1,0,0,1631,54,50,78,41,41,1895
20100307,124,0,2,0,0,940,9,46,0,0,19,1014
20100307,124,1,1,0,0,1464,57,45,67,42,62,1737
20100307,124,1,2,0,0,802,10,43,0,0,15,870
20100307,125,0,1,0,0,4245,69,32,72,161,214,4793
20100307,125,0,2,0,0,2511,18,206,0,0,78,2813
20100307,125,1,1,0,0,5155,76,49,52,173,367,5872
20100307,125,1,2,0,0,3110,23,192,0,0,104,3429
20100307,126,0,1,0,0,4658,169,80,48,107,194,5256
20100307,126,0,2,0,0,2930,88,93,0,0,79,3190
20100307,126,1,1,0,0,4744,172,81,47,79,293,5416
20100307,126,1,2,0,0,2952,62,88,0,0,67,3169
20100307,127,0,1,0,0,24052,596,323,284,414,1003,26672
20100307,127,0,2,0,0,14764,175,1159,0,0,363,16461
20100307,127,1,1,0,0,21148,553,331,256,361,1149,23798
20100307,127,1,2,0,0,12504,160,956,0,0,318,13938
20100307,129,0,1,0,0,14319,206,129,59,122,527,15362
20100307,129,0,2,0,0,8700,64,351,0,0,184,9299
20100307,129,1,1,0,0,15371,242,151,88,123,811,16786
20100307,129,1,2,0,0,8761,81,400,0,0,193,9435
20100307,131,0,1,0,0,5807,238,115,125,153,249,6687
20100307,131,0,2,0,0,3387,96,88,0,0,114,3685
20100307,131,1,1,0,0,5842,224,87,135,85,344,6717
20100307,131,1,2,0,0,3295,75,86,0,0,111,3567
20100307,132,0,1,0,0,3255,122,41,71,142,117,3748
20100307,132,0,2,0,0,1717,14,227,0,0,30,1988
20100307,132,1,1,0,0,3227,95,64,40,126,190,3742
20100307,132,1,2,0,0,1536,14,200,0,0,31,1781
20100307,133,0,1,0,0,1458,35,16,19,134,74,1736
20100307,133,0,2,0,0,769,11,75,0,0,19,874
20100307,133,1,1,0,0,1644,40,34,28,81,76,1903
20100307,133,1,2,0,0,806,7,107,0,0,16,936
20100307,134,0,1,0,0,972,32,15,21,12,27,1079
20100307,134,0,2,0,0,592,7,13,0,0,12,624
20100307,134,1,1,0,0,1029,27,18,21,17,55,1167
20100307,134,1,2,0,0,541,6,17,0,0,7,571
20100307,135,0,1,0,0,11068,226,159,130,439,363,12385
20100307,135,0,2,0,0,5691,37,889,0,0,90,6707
20100307,135,1,1,0,0,10411,184,150,125,337,543,11750
20100307,135,1,2,0,0,4519,38,841,0,0,73,5471
20100307,137,0,1,0,0,2503,30,42,65,56,127,2823
20100307,137,0,2,0,0,2360,78,135,0,0,71,2644
20100307,137,1,1,0,0,2864,29,22,60,40,218,3233
20100307,137,1,2,0,0,2461,83,123,0,0,62,2729
20100307,138,0,1,0,0,4208,160,77,92,208,260,5005
20100307,138,0,2,0,0,3442,127,154,0,0,122,3845
20100307,138,1,1,0,0,4126,156,86,86,185,340,4979
20100307,138,1,2,0,0,3264,111,141,0,0,108,3624
20100307,139,0,1,0,0,4354,96,34,29,59,165,4737
20100307,139,0,2,0,0,2982,34,238,0,0,70,3324
20100307,139,1,1,0,0,4775,86,60,26,50,264,5261
20100307,139,1,2,0,0,2789,30,211,0,0,77,3107
20100307,140,0,1,0,0,13544,212,162,110,305,625,14958
20100307,140,0,2,0,0,9875,164,387,0,0,289,10715
20100307,140,1,1,0,0,13066,264,127,99,235,834,14625
20100307,140,1,2,0,0,9462,156,401,0,0,282,10301
20100307,142,0,1,0,0,2426,61,18,15,24,102,2646
20100307,142,0,2,0,0,1416,12,98,0,0,47,1573
20100307,142,1,1,0,0,2220,57,21,17,39,148,2502
20100307,142,1,2,0,0,1258,11,95,0,0,45,1409
20100307,143,0,1,0,0,402,14,6,8,8,26,464
20100307,143,0,2,0,0,329,1,6,0,0,16,352
20100307,143,1,1,0,0,472,15,6,7,13,34,547
20100307,143,1,2,0,0,349,3,4,0,0,13,369
20100307,144,0,1,0,0,2383,63,22,19,37,129,2653
20100307,144,0,2,0,0,1478,15,75,0,0,67,1635
20100307,144,1,1,0,0,2229,48,21,14,39,177,2528
20100307,144,1,2,0,0,1365,11,72,0,0,54,1502
20100307,145,0,1,0,0,5992,59,50,44,88,305,6538
20100307,145,0,2,0,0,3436,30,403,0,0,118,3987
20100307,145,1,1,0,0,6427,78,61,36,90,489,7181
20100307,145,1,2,0,0,3719,33,393,0,0,130,4275
20100307,146,0,1,0,0,5106,128,69,39,64,283,5689
20100307,146,0,2,0,0,3093,27,84,0,0,116,3320
20100307,146,1,1,0,0,5117,108,71,23,70,432,5821
20100307,146,1,2,0,0,2918,29,67,0,0,114,3128
20100307,147,0,1,0,0,2329,87,48,34,32,154,2684
20100307,147,0,2,0,0,1662,24,26,0,0,52,1764
20100307,147,1,1,0,0,2605,103,47,45,39,244,3083
20100307,147,1,2,0,0,1739,27,30,0,0,68,1864
20100307,148,0,1,0,0,5519,94,40,52,146,337,6188
20100307,148,0,2,0,0,3694,32,129,0,0,150,4005
20100307,148,1,1,0,0,5802,110,50,46,55,492,6555
20100307,148,1,2,0,0,4100,36,104,0,0,164,4404
20100307,149,0,1,0,0,9267,141,65,50,170,669,10362
20100307,149,0,2,0,0,7329,50,136,0,1,343,7859
20100307,149,1,1,0,0,9422,147,66,49,77,961,10722
20100307,149,1,2,0,0,6934,45,169,0,0,336,7484
20100307,150,0,1,0,0,24733,346,200,163,519,1389,27350
20100307,150,0,2,0,0,16777,113,818,0,0,680,18388
20100307,150,1,1,0,0,22969,352,194,129,563,1833,26040
20100307,150,1,2,0,0,15088,123,773,0,0,594,16578
20100307,151,0,1,0,0,4720,64,35,66,62,202,5149
20100307,151,0,2,0,0,3024,22,310,0,0,79,3435
20100307,151,1,1,0,0,5378,65,35,59,54,341,5932
20100307,151,1,2,0,0,3369,19,270,0,0,111,3769
20100307,152,0,1,0,0,9654,130,69,48,77,333,10311
20100307,152,0,2,0,0,5000,41,405,0,0,104,5550
20100307,152,1,1,0,0,9730,147,67,69,91,517,10621
20100307,152,1,2,0,0,4910,38,397,0,0,103,5448
20100307,153,0,1,0,0,5419,128,44,56,82,241,5970
20100307,153,0,2,0,0,2689,36,83,0,0,68,2876
20100307,153,1,1,0,0,5275,101,44,63,64,329,5876
20100307,153,1,2,0,0,2574,32,84,0,0,61,2751
20100307,154,0,1,0,0,3770,80,21,26,29,139,4065
20100307,154,0,2,0,0,1880,15,29,0,0,37,1961
20100307,154,1,1,0,0,3849,73,29,19,28,183,4181
20100307,154,1,2,0,0,1822,19,30,0,0,39,1910
20100307,155,0,1,0,0,1853,91,52,52,61,68,2177
20100307,155,0,2,0,0,856,7,69,0,0,18,950
20100307,155,1,1,0,0,1952,77,56,57,51,101,2294
20100307,155,1,2,0,0,820,11,68,0,0,19,918
20100307,156,0,1,0,0,2710,114,45,55,132,69,3125
20100307,156,0,2,0,0,1307,35,196,0,0,23,1561
20100307,156,1,1,0,0,2709,76,49,36,95,119,3084
20100307,156,1,2,0,0,1137,31,223,0,0,16,1407
20100307,157,0,1,0,0,952,28,15,10,21,22,1048
20100307,157,0,2,0,0,426,7,16,0,0,8,457
20100307,157,1,1,0,0,1027,27,16,7,11,36,1124
20100307,157,1,2,0,0,420,7,16,0,0,9,452
20100307,158,0,1,0,0,5470,118,69,60,176,143,6036
20100307,158,0,2,0,0,2567,32,567,0,0,35,3201
20100307,158,1,1,0,0,5155,96,68,68,125,204,5716
20100307,158,1,2,0,0,2078,22,587,0,0,30,2717
20100307,159,0,1,0,0,1803,33,18,22,22,38,1936
20100307,159,0,2,0,0,1010,10,90,0,0,24,1134
