20190101|011 |0|1|00|1|9867|126|114|69|79|1150|11405|
20190101|011 |0|2|00|1|35961|453|411|170|311|2029|39335|
20190101|011 |1|1|00|1|10592|74|119|107|44|1242|12178|
20190101|011 |1|2|00|1|38351|474|411|211|315|2241|42003|
20190101|012 |0|1|00|1|201|7|6|2|0|16|232|
20190101|012 |0|2|00|1|642|3|10|11|10|16|692|
20190101|012 |1|1|00|1|150|2|3|2|0|12|169|
20190101|012 |1|2|00|1|539|2|3|9|8|14|575|
20190101|013 |0|1|00|1|691|5|2|6|7|51|762|
20190101|013 |0|2|00|1|2374|16|20|7|26|50|2493|
20190101|013 |1|1|00|1|767|6|5|1|7|54|840|
20190101|013 |1|2|00|1|2436|14|28|4|22|49|2553|
20190101|025 |0|1|08|1|9122|34|49|7|4|123|9339|
20190101|025 |0|2|08|1|5628|11|18|1|2|182|5842|
20190101|025 |1|1|08|1|7898|15|67|2|3|138|8123|
20190101|025 |1|2|08|1|6342|16|14|1|0|225|6598|
20190101|029 |0|1|00|1|2020|28|38|43|132|244|2505|
20190101|029 |0|2|00|1|7422|36|62|40|463|358|8381|
20190101|029 |1|1|00|1|2575|17|35|41|129|312|3109|
20190101|029 |1|2|00|1|8842|37|68|42|490|422|9901|
20190101|053 |0|1|00|1|5282|37|50|26|13|628|6036|
20190101|053 |0|2|00|1|22183|167|538|66|158|1176|24288|
20190101|053 |1|1|00|1|5374|27|38|48|14|639|6140|
20190101|053 |1|2|00|1|21993|190|520|62|153|1179|24097|
20190101|056 |0|1|00|1|220|0|6|2|0|19|247|
20190101|056 |0|2|00|1|517|8|4|6|1|16|552|
20190101|056 |1|1|00|1|182|3|6|2|0|18|211|
20190101|056 |1|2|00|1|450|6|7|6|1|14|484|
20190101|061 |0|1|00|1|9991|75|162|103|23|1034|11388|
20190101|061 |0|2|00|1|56752|836|988|308|343|2561|61788|
20190101|061 |1|1|00|1|8411|89|134|101|30|942|9707|
20190101|061 |1|2|00|1|47981|702|1045|347|362|2129|52566|
20190101|062 |0|1|00|1|12316|135|222|121|29|1320|14143|
20190101|062 |0|2|00|1|60843|966|1227|462|343|2890|66731|
20190101|062 |1|1|00|1|11944|109|178|190|38|1254|13713|
20190101|062 |1|2|00|1|56837|792|1224|563|405|2603|62424|
20190101|063 |0|1|00|1|910|11|8|4|2|99|1034|
20190101|063 |0|2|00|1|5387|95|35|21|22|269|5829|
20190101|063 |1|1|00|1|901|8|9|17|1|109|1045|
20190101|063 |1|2|00|1|4979|70|46|39|29|235|5398|
20190101|064 |0|1|00|1|8622|48|83|53|24|963|9793|
20190101|064 |0|2|00|1|43151|452|923|185|276|1947|46934|
20190101|064 |1|1|00|1|9509|51|79|67|27|1002|10735|
