20151001|011 |0|1|00|1|13779|1000|913|1156|2375|1947|21170|
20151001|011 |0|2|00|1|45582|1432|533|0|0|3553|51100|
20151001|011 |1|1|00|1|14856|764|1127|1298|2473|2088|22606|
20151001|011 |1|2|00|1|46407|1426|552|0|0|3582|51967|
20151001|012 |0|1|00|1|199|8|17|7|7|22|260|
20151001|012 |0|2|00|1|412|6|2|0|0|16|436|
20151001|012 |1|1|00|1|162|3|8|8|6|20|207|
20151001|012 |1|2|00|1|367|2|2|0|0|14|385|
20151001|013 |0|1|00|1|531|28|38|32|99|38|766|
20151001|013 |0|2|00|1|897|30|24|0|0|40|991|
20151001|013 |1|1|00|1|583|26|31|26|106|38|810|
20151001|013 |1|2|00|1|951|30|23|0|0|44|1048|
20151001|029 |0|1|00|1|2489|191|265|495|1810|311|5561|
20151001|029 |0|2|00|1|7089|132|79|0|0|533|7833|
20151001|029 |1|1|00|1|3027|227|304|433|1676|424|6091|
20151001|029 |1|2|00|1|8092|125|103|0|0|574|8894|
20151001|053 |0|1|00|1|6596|318|320|419|1280|821|9754|
20151001|053 |0|2|00|1|22607|532|646|0|0|1806|25591|
20151001|053 |1|1|00|1|6134|293|412|417|926|803|8985|
20151001|053 |1|2|00|1|21239|476|677|0|0|1638|24030|
20151001|056 |0|1|00|1|207|41|4|5|12|17|286|
20151001|056 |0|2|00|1|320|7|1|0|0|22|350|
20151001|056 |1|1|00|1|197|9|6|7|9|19|247|
20151001|056 |1|2|00|1|288|5|0|0|0|15|308|
20151001|061 |0|1|00|1|11818|1027|1827|1474|1411|1385|18942|
20151001|061 |0|2|00|1|52039|1988|1243|0|0|3444|58714|
20151001|061 |1|1|00|1|11025|980|1633|1637|1667|1276|18218|
20151001|061 |1|2|00|1|50492|1916|1197|0|1|3330|56936|
20151001|062 |0|1|00|1|19120|1527|2910|2482|1973|2176|30188|
20151001|062 |0|2|00|1|59599|2504|840|1|0|3985|66929|
20151001|062 |1|1|00|1|17052|1394|2449|2780|2185|1953|27813|
20151001|062 |1|2|00|1|60873|2371|961|0|0|4164|68369|
20151001|063 |0|1|00|1|1625|101|123|130|91|213|2283|
20151001|063 |0|2|00|1|6213|167|15|4|1|510|6910|
20151001|063 |1|1|00|1|1267|94|101|110|92|169|1833|
20151001|063 |1|2|00|1|4473|136|14|0|0|352|4975|
20151001|064 |0|1|00|1|13254|852|1086|936|1478|1643|19249|
20151001|064 |0|2|00|1|58653|1832|1621|0|1|4339|66446|
20151001|064 |1|1|00|1|14490|1089|1333|1004|1382|1734|21032|
20151001|064 |1|2|00|1|59409|1929|1528|0|0|4344|67210|
20151001|065 |0|1|00|1|9130|214|216|249|207|925|10941|
20151001|065 |0|2|00|1|37327|514|3166|1|1|1977|42986|
20151001|065 |1|1|00|1|11015|225|252|264|169|1049|12974|
20151001|065 |1|2|00|1|40982|509|3191|0|0|2149|46831|
20151001|066 |0|1|00|1|2778|258|211|174|155|424|4000|
20151001|066 |0|2|00|1|10948|331|74|0|0|821|12174|
20151001|066 |1|1|00|1|2615|237|224|154|132|356|3718|
20151001|066 |1|2|00|1|10000|305|85|0|0|754|11144|
20151001|067 |0|1|00|1|11883|853|1701|1599|1105|1528|18669|
20151001|067 |0|2|00|1|47650|1673|911|0|0|3331|53565|
20151001|067 |1|1|00|1|12258|838|1598|1603|1811|1485|19593|
20151001|067 |1|2|00|1|46719|1720|875|0|0|3294|52608|
20151001|068 |0|1|00|1|15118|1260|2046|1657|2236|1976|24293|
20151001|068 |0|2|00|1|54235|1999|776|2|0|3935|60947|
20151001|068 |1|1|00|1|17093|1286|1801|1643|2425|2211|26459|
20151001|068 |1|2|00|1|57737|2088|824|1|0|4330|64980|
20151001|069 |0|1|00|1|637|6|0|1|0|74|718|
20151001|069 |0|2|00|1|2793|20|8|0|0|138|2959|
20151001|069 |1|1|00|1|907|3|0|0|0|112|1022|
20151001|069 |1|2|00|1|4531|23|0|0|0|225|4779|
20151001|074 |0|1|10|1|1598|63|87|75|208|191|2222|
20151001|074 |0|2|10|1|3829|74|22|0|0|298|4223|
20151001|074 |1|1|10|1|1303|28|84|75|160|159|1809|
20151001|074 |1|2|10|1|4049|97|28|0|0|326|4500|
20151001|091 |0|1|00|1|490|111|83|79|139|66|968|
20151001|091 |0|2|00|1|1566|64|1|1|0|96|1728|
20151001|091 |1|1|00|1|555|120|104|83|130|58|1050|
20151001|091 |1|2|00|1|1686|67|3|0|0|107|1863|
20151001|092 |0|1|00|1|965|83|87|56|107|153|1451|
20151001|092 |0|2|00|1|3088|77|108|0|0|278|3551|
20151001|092 |1|1|00|1|760|60|58|57|99|116|1150|
20151001|092 |1|2|00|1|2466|59|108|1|0|205|2839|
20151001|101 |0|1|00|0|19803|1000|1873|1672|850|434|25632|
20151001|101 |0|2|00|0|61212|2168|7800|0|2|3118|74300|
20151001|101 |1|1|00|0|17936|1137|2014|2224|1222|1514|26047|
20151001|101 |1|2|00|0|56386|2551|7981|2|3|2958|69881|
20151001|102 |0|1|00|0|6709|247|344|237|453|185|8175|
20151001|102 |0|2|00|0|28809|505|1476|0|1|2077|32868|
20151001|102 |1|1|00|0|6467|258|357|212|374|716|8384|
20151001|102 |1|2|00|0|26707|492|1099|0|0|2017|30315|
20151001|103 |0|1|00|0|7799|515|1080|777|518|195|10884|
20151001|103 |0|2|00|0|30127|1323|2120|1|4|1852|35427|
20151001|103 |1|1|00|0|7482|542|996|760|594|766|11140|
20151001|103 |1|2|00|0|30601|1249|2003|0|5|1912|35770|
20151001|104 |0|1|00|0|148|13|36|42|33|2|274|
20151001|104 |0|2|00|0|331|8|6|0|0|14|359|
20151001|104 |1|1|00|0|162|17|34|26|34|12|285|
20151001|104 |1|2|00|0|362|12|10|1|1|14|400|
20151001|105 |0|1|00|0|1438|173|217|147|200|40|2215|
20151001|105 |0|2|00|0|5985|346|99|0|0|391|6821|
20151001|105 |1|1|00|0|1828|182|181|169|142|157|2659|
20151001|105 |1|2|00|0|6889|263|144|1|0|433|7730|
20151001|106 |0|1|00|0|3548|503|1361|1063|591|114|7180|
20151001|106 |0|2|00|0|13381|1105|626|0|0|983|16095|
20151001|106 |1|1|00|0|4141|609|1386|1004|673|458|8271|
20151001|106 |1|2|00|0|14530|1097|600|0|0|999|17226|
20151001|107 |0|1|00|0|3166|238|360|359|201|122|4446|
20151001|107 |0|2|00|0|9997|347|557|1|1|729|11632|
20151001|107 |1|1|00|0|3439|187|431|352|240|412|5061|
20151001|107 |1|2|00|0|10699|373|583|0|0|780|12435|
20151001|108 |0|1|00|0|5835|343|762|735|560|139|8374|
20151001|108 |0|2|00|0|17357|529|1301|1|0|952|20140|
20151001|108 |1|1|00|0|5816|353|812|811|474|541|8807|
20151001|108 |1|2|00|0|16558|535|1270|2|0|938|19303|
20151001|109 |0|1|00|0|507|95|237|236|79|18|1172|
20151001|109 |0|2|00|0|1448|96|46|0|0|110|1700|
20151001|109 |1|1|00|0|577|106|268|201|78|58|1288|
20151001|109 |1|2|00|0|1415|74|43|0|0|100|1632|
20151001|110 |0|1|00|0|1049|154|331|390|275|16|2215|
20151001|110 |0|2|00|0|2904|191|89|0|1|134|3319|
20151001|110 |1|1|00|0|1347|149|347|378|286|106|2613|
20151001|110 |1|2|00|0|3430|183|99|0|0|159|3871|
20151001|111 |0|1|00|0|2034|155|281|340|322|29|3161|
20151001|111 |0|2|00|0|4841|225|545|0|0|263|5874|
20151001|111 |1|1|00|0|2101|176|285|302|344|197|3405|
20151001|111 |1|2|00|0|4848|244|548|0|0|284|5924|
20151001|112 |0|1|00|0|2037|309|523|912|775|41|4597|
20151001|112 |0|2|00|0|5195|460|205|0|0|288|6148|
20151001|112 |1|1|00|0|2014|267|593|1056|810|186|4926|
20151001|112 |1|2|00|0|5149|437|195|0|0|243|6024|
20151001|113 |0|1|00|0|2800|388|663|1330|1012|78|6271|
20151001|113 |0|2|00|0|7715|408|59|0|0|462|8644|
20151001|113 |1|1|00|0|3268|334|615|1177|945|298|6637|
20151001|113 |1|2|00|0|8023|388|52|2|0|472|8937|
20151001|114 |0|1|00|0|1453|123|200|100|186|39|2101|
20151001|114 |0|2|00|0|3759|104|54|0|0|207|4124|
20151001|114 |1|1|00|0|1315|111|140|103|164|114|1947|
20151001|114 |1|2|00|0|3359|84|65|0|0|196|3704|
20151001|115 |0|1|00|0|5860|237|331|288|283|141|7140|
20151001|115 |0|2|00|0|14262|427|957|0|0|859|16505|
20151001|115 |1|1|00|0|5128|255|337|348|266|548|6882|
20151001|115 |1|2|00|0|12655|401|963|0|1|795|14815|
20151001|116 |0|1|00|0|1586|176|307|878|418|32|3397|
